,ID,Conversation.ID,Text,Movie.Title,Movie.ID,Release.Year,Genre,Formal/Informal
12949,12949,L328548,"Are we going away, Daddy?, Well, it looks like it, Jasper., Because of Kennedy?  Are the same people gonna kill us, Daddy?, No, Jasper, nobody's gonna kill us., ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
12989,12989,L327665,"Honey, you all right?, It's incredible, honey - the whole thing.  A Lieutenant Colonel testifies that Lee Oswald was given a Russian language exam as part of his Marine training only a few months before he defects to the Soviet Union.  A Russian exam!, I cannot believe this.  It's four- thirty, Jim Garrison.  I have five children are gonna be awake in another hour and ..., Honey, in all my years in the service I never knew a single man who was given a Russian test.  Oswald was a radar operator.  He'd have about as much use for Russian as a cat has for pajamas., These books are getting to your mind, Mr. Garrison.  I wish you'd stop readin' them., And then this Colonel tries to make it sound like nothing.  Oswald did badly on the test, he says.  ""He only had two more Russian words right than wrong.""  Ha!  That's like me saying Touchdown here...  ...is not very intelligent because I beat him three games out of five the last time we played chess., Jim, what is going on, for heaven's sake!  You going to stay up all night every night?  For what?  So you'll be the only man in America who read the entire 26 volumes of the Warren Report?, Liz, do I have to spell it out for you?  Lee Oswald was no ordinary soldier.  That was no accident he was in Russia.  He was probably in military intelligence.  That's why he was trained in Russian., Honey, go back to sleep, please!, Goddammit!  I been sleeping for three years!, ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
12993,12993,L327948,"Willie, are you willing to repeat your statements under sodium pentothal?  Under the supervision of a doctor?, Fuck, yeah!  I told you so.  And you can tell'em all I told you so., You realize the things you're saying, Willie, are going to be attacked by a lot of different people., Bring on all the motherfuckers! Bring their college degrees in here! I got nuthin' to hide.  They can't buy me.  You can't buy me.  I don't even need the parole.  This is about the truth coming out.  You're a goddamn liberal, Mr. Garrison, you don't know shit, cause you never been fucked in the ass.  Fascism is here now, Facism is..., No one's trying to buy you, Willie. It's important to know why you're telling us this., You wanna know why?  'Cause that mother fucker Kennedy stole that fuckin' election, that's why!  Nixon was gonna be one of the great Presidents 'til Kennedy wrecked this fuckin' country.  Got niggers all over the fuckin' place asking for their rights, where do you think we got all this fuckin' crime now, 'cause Kennedy promised 'em too damned much. Revolution comin'.  Fascism's coming back.  I tell ya this - the day that Communist sumbitch died was a great day for this country.  I jes' hate to think they're blaming it on some silly fuckin' Oswald who didn't know shit anyway.  People should know why that sumbitch was killed.  'Cause he was a Communist.  Put me on the stand, go ahead, I'll tell the same goddamn story, I'm proud of it, don't matter fuck all to me, things don't change., ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
13000,13000,L328418,"Who do you think changed the parade route?, Beats me.  City officials.  Secret Service.  Dallas police.  They did a dry run with Chief Curry a few days before.  But they didn't bother running through Dealey.  They stopped right there, said something like, ""and afterwards there's only the freeway,"" and went home., You know who the mayor was?, No., Earle Cabell.  And guess who his brother is?, Who?, General Charles Cabell.  Deputy Director of the CIA.  Fired by Kennedy in '61 because of the Bay of Pigs fiasco, he moved back to the Pentagon, called Kennedy a ""traitor"".  When he came to New Orleans to address the Foreign Policy Association, you know who introduced him?  Our friend Clay Shaw., The Warren Commission call him?, His boss was the one on the Warren Commission who handled all the leads to the intelligence community., Allen Dulles?, Head of the CIA since '53.  Kennedy fired them both.  Cabell was his deputy for nine years.  Talk about the fox investigating the chicken coop.  Now we'll have to subpoena them, Lou., They're gonna love you, chief., ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
13020,13020,L327625,"Hell, you're the District Attorney. You read the Warren Report - and then you tell me you're satisfied Lee Oswald shot the President all by his lonesome., Russell, honestly you sound like one of those kooky critics spreading paranoia like prairie fire.  I just can't believe the Chief Justice of the United States would put his name on something that wasn't true., Honey, another one of these.  This one's as weak as cricket pee-pee. Yessir, you mark my words, Jim, Vietnam's gonna cost Johnson '68 and it's gonna put that other varmint Nixon in - then watch your hide, 'cause there ain't no offramps on a freeway to Hell!, ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
13022,13022,L327616,"Sad thing is the way it's screwing up this country, all these hippies running around on drugs, the way young people look you can't tell a boy from a girl anymore.  I saw a girl the other day, she was pregnant - you could see her whole belly, and you know what she painted on it? ""Love Child.""  It's fuckin' outa control.  Values've gone to hell, Jim... Course it figures when you got somebody like that polecat Johnson in the White House., I sometimes feel things've gone downhill since John Kennedy was killed, Senator., Don't get me started on that.  Those Warren Commission fellows were pickin' gnat shit out of pepper.  No one's gonna tell me that kid did the shooting job he did from that damned bookstore., ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
13026,13026,L328782,"I knew the man 20 years.  That's him.  The way he walked... arms at his side, military, the stoop, the haircut, the twisted left hand, the large class ring.  What was he doing there?  If anyone had asked him, he'd probably say ""protection"" but I'll tell you I think he was giving some kind of ""okay"" signal to those hoboes - they're about to get booked and he's telling 'em it's gonna be okay, they're covered.  And in fact they were - you never heard of them again., ...some story... the whole thing. It's like it never happened., It never did., Just think... just think.  What happened to our country .. to the world...  because of that murder... Vietnam, racial conflict, breakdown of law, drugs, thought control, guilt, assassinations, secret government fear of the frontier..., I keep thinking of that day, Tuesday the 26th, the day after they buried Kennedy, L.B.J. was signing the memorandum on Vietnam with Ambassador Lodge., ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
13029,13029,L328304,"I don't... I can't believe it.  They killed him because he wanted to change things.  In our time - in our country?, Kings are killed, Mr. Garrison. Politics is power, nothing more. But don't believe me.  Don't trust me.  Do your own work, your own thinking., The size of this is... beyond me. Testify?, No chance in hell, Mr. Garrison. I'd be arrested and gagged, declared insane and hospitalized... maybe worse.  You, too.  I can only give you background, you got to find the foreground, the little things... Keep digging.  Y'know you're the only person to ever bring a trial in the murder of John Kennedy.  That's important - it's historic., I haven't yet.  I don't have much of a case., But you don't have a choice anymore. You've become a significant threat to the national security structure. They would've killed you already, but you got a lot of light on you. Instead, they're gonna destroy your credibility; they already have in many circles in this town.  You're some kinda ego-crazed southern caricature to many folks.  Be honest - the best chance you got is come up with a case, something, anything, make arrests, stir the shitstorm. You gotta hope to reach a point of critical mass where other people will come forward and the government will crack.  Remember, fundamentally people are suckers for the truth, and the truth is on your side, 'bubba. I hope you get a break..., ",jfk,m104,1991,"['biography', 'drama', 'history', 'mystery', 'thriller']",informal
13059,13059,L313902,"I think I'm gonna just get this for today. I'm in kind of a hurry. Would you mind ringing this up while I change out of it?, Not a problem., Thanks., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13062,13062,L313101,"So you're gonna call Karen tomorrow?, I'll call her., Won't forget?, I won't forget., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13067,13067,L312922,"Fuck that shit, man. I ain't shootin' anybody., What the fuck I tell you. You don't hafta shoot nobody. Just hold the gun. They'll get the idea., I ain't gittin' in that trunk., We're only goin' to Koreatown. You'll be in there -- ten minutes., Uh-uh. I ain't riding in that trunk no minutes. Why don't I just ride with you?, You can't ride with me. The surprise effect is ninety percent of it., Well, I'm sorry, man, but I ain't gittin' in that trunk., I can't believe you do me this way., I ain't doin' you no way. I just ain't climbin' in that trunk. I got a problem with small places., Well, my ass has got a problem spending ten thousand dollars of my own goddam money to get ungrateful, peanuthead niggas outta jail, but I do it --, Look, man, I know I owe you --, Well, if you owe me, git your ass in the trunk., I wanna help you, but I don't wanna be locked in the trunk of no car., You think I wanted to spend ten thousand dollars on your ass?, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13068,13068,L312914,"What's the problem?, Well, it ain't so much a problem a a situation. Remember I sold those three M-60 machine guns outta the five I got?, Uh-huh., I'm gonna sell the other two tonight. This group of Koreans in Koreatown have started a Neighborhood Watch kinda thing. And they want a few weapons so the neighborhood niggas know they mean business. So I'm gonna sell 'em my two machine guns tonight. Only problem, I ain't never dealt with these Koreans before. Now I ain't worried. Asians are by and large real dependable. They don't want no trouble. You might argue about price, but you ain't gotta worry about them shootin' you in the back. But I got me kind of a rule. Never do business with nobody you ain't never done business with before without backup. That's why I need you, backup., Man, I ain't ready to be goin' out nowhere --, Let me finish. Can I finish?, Go ahead., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13070,13070,L312894,"You see, it works like this. You get your ass in trouble, I get your ass out. That's my job. And I don't mind tellin ya, nigga, it's steady work., I'm still scared as a motherfucker, Ordell. They talkin' like they serious 'bout me doin' that machine gun time., Naw, man. They just tryin' to put a fright in your ass., If that's what they want to do, they're doin' it., How old is that machine gun shit?, Three years., Three years. That crime's old, man. They ain't got room in prison for all the motherfuckers out there killin' people. How they gonna find room for you?, That's not what they're tellin' me., That's why they call it ""fuckin' with ya."" Now you wanna hear how we retaliate?, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13079,13079,L313641,"Four thirty. I'm meeting a woman., What's her name?, He wouldn't say. You gonna follow her?, She leaves, somebody'll be on her., But you're not going to stop her?, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13093,13093,L314250,"Wanna go?, Thanks, but you have a good time., Sure I can't twist your arm?, Thank you for saying that, but no. My business., I thought you were tired of your business?, I'm just tired in general., Are you scared of me?, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13098,13098,L314228,"I saw Ray the other day. Boy is he pissed he missed all the excitement., What's he doing?, He's on to a new thing. He's after a guy who owns a gun shop he says is ""woefully and wantonly"" selling assault rifles to minors. He says he's gonna take him down if it's the last thing he does., Did you tell him you were leaving?, I told him I might., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13102,13102,L314123,"It never was, so I'm not gonna start worrying about it now. Look, Ray more or less believes my story, and he more or less doesn't care. All he really gives a shit about is getting Ordell., So how do we give Ordell to Nicolet?, Get Ordell to come to your office., Set him up., Uh-huh., Tell him you want to see him?, Tell him I want to give him his money., Why?, I've chickened out. I'm afraid of him. He'll like that., What do you tell Nicolet?, Ordell called and wants to meet me and I'm scared., We get Ordell to come to my office. Nicolet -- is he already there, or does he come busting in while we're chatting?, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13103,13103,L314121,"That's why A.T.F.'s gotta make the case. I'm their witness. They wouldn't have a case without me. If it's his word against mine, who are they gonna believe?, It's not that simple., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13104,13104,L314119,"Ray wants him., Everybody wants him, he's a homicide suspect. It doesn't matter who brings him in, he's gonna name you as an accessory., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13106,13106,L313836,"It'll be more than that., Don't be so literal. Ray believed it., But you still have to show him the money at the airport., Well, you know I'm not going to show him the whole amount. He'll see fifty thousand., Where's the rest of it?, In the bag underneath., What if he checks it?, He won't -- I mean, he didn't the last time. He'll be expecting fifty thousand and there it is -- on top., You're takin' a helluva chance kid., Not really. If he finds it, I say Mr. Walker put the money in, and I didn't know nothing about it. Like the coke., Then you're out and you get nothing., Yeah, but I'm not in jail and I tried., You're gonna have surveillance all over you., That's why you don't make a move till I come out of the fitting room., In a dress., Well, a suit. There's one I had my eye on., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13191,13191,L313243,"Let's get realistic, baby. Sooner or later they're gonna get around to offering me a plea deal, and you know that. That's why you came here to kill me., Baby, I didn't --, It's okay. I forgive you. Now, let's say if I tell on you, I walk. And if I don't, I go to jail., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13194,13194,L313227,"Now, baby, that's got nothin' to do with you. I just carry that. You been listenin' to them cops too much., The cops didn't try and strangle my ass., Damn, Jackie, I was just playin' with you., Well, I ain't playin with you. I'm gonna unload both these motherfuckers, you don't do what I tell you. Understand what I'm saying?, Baby, I ain't come here -- She shoves both guns in Ordell's back., I said, you understand what I'm saying, I understand woman, damn!, Go sit over in that chair., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13209,13209,L313936,"Goddam you. Gimme that bag,, Watch it, dipshit. You wanna rip the fuckin' bag?, Gimme that bag before I knock you out and take it., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13211,13211,L313925,"That's a nice outfit on her. I'm gonna go over and look at this Michi Moon display., Just stay right fuckin' here, all right?, Are you sweating?, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13226,13226,L314048,"I ain't givin' you fuckin' excuses, I'm givin' you reasons., Oh, you gonna tell me the reason you lost all the goddam money I got in the world! Let me tell you the reason, motherfucker! The reason is, your ass ain't worth a shit no more!, ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13228,13228,L314034,"Jesus Christ., What?, You know who I saw in the dress department?, Tell me., I didn't really think anything of it. No -- I did wonder what he was doing there, but didn't think it had anything to do with us. You know like maybe he was there with his wife or girlfriend., You gonna tell me who it was?, Max Cherry., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13232,13232,L313982,"You keep drivin' down Ninth, to where they got all them car dealerships. We're gonna leave this heap in a parking lot and get one the cops don't know about.  Hey, where's Melanie?, That's what I gotta tell you. She bugged me the whole time. Got pissy with me 'cause I wouldn't let her carry the bag. Started running her fuckin' mouth... I couldn't remember right away when we came out where the car was parked, so she got on me about that. ""Is it this aisle Lou- is, is it that one?"" She was totally fuckin' with my nerves., So what, you left her there., I shot her., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13238,13238,L313689,"If this is about you fucked Melanie, I don't give a damn. I ain't a fool. I leave you alone with a bitch like Melanie, you're gonna be fuckin' that twenty minutes after I'm out the door. So say ""thank you"" and I'll tell you, ""you're welcome."", That's not what I meant when I asked did you trust her., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13242,13242,L312962,"Who was that?, That was Beaumont., Who was Beaumont?, An employee I had to let go., What did he do?, He put himself in a situation where he was gonna have to do ten years in the penetentiary, that's what he did.  And if you know Beaumont, you know there ain't no way in hell he can do no ten years. And if you know that, you know Beaumont's gonna go any goddam thing Beaumont can to keep from doin' those ten years including telling the Federal government everything they want to know about my ass. Now that, my friend, is a clear case of him or me. And you best believe it ain't gonna be me. You know what I'm sayin'? You gonna come in on this with me, you gotta be prepared to go all the way. I got me so far over a half-a-million dollars sittin' in lockboxes in a bank in Cabo San Lucas. Me and Mr. Walker make us one more delivery, I'm gonna have me over a million. You think I'm gonna let this little cheese eatin' nigga here fuck that up? Shit, you better think again. 'Fore I let this deal get fucked up, I'll shoot that nigga in the head, and ten niggas look just like em.  Understand what I'm sayin'?, Yeah., So we on the same page then?, I follow., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13247,13247,L312811,"I got me five M-60 machine guns. These came straight from the Gulf War. I sold me three of them so far, twenty grand a piece., That's good money., Louis, this is it, man. I'm gonna make me a million dollars out of this. I already got me a half-a- million sittin' in Mexico. When I do this last delivery, I'm gonna make me another half-million., Then what?, I get out. Spend the rest of my life spending., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13250,13250,L313884,"I'm going out for a few hours., Hold on a minute.  Where you going?, I'm going to Del Amo, see a movie, get something to eat., Watcha gonna see?, Whatever looks best and starts the soonest., Have fun., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13251,13251,L314191,"My money's in that office, right?, Uh-huh., She starts givin' me some bullshit about it ain't there. It's somewhere else and we can go get it.  I'm shootin' you in the head right then and there. Then I'm gonna shoot her in the kneecap, find out where my godamn money is. I go walkin' in there and that nigga Winston or anybody else is in there, you're the first man shot, understand what I'm sayin'?, Yeah., Now, is there anything you want to tell me before we get out of this car?, No., You sure?, Yes., You better be, motherfucker., ",jackie brown,m105,1997,"['crime', 'drama', 'thriller']",informal
13307,13307,L315793,"Come on, Professor. The army's not gonna give you any answers. You'll be buttin' your head against a stone wall., Maybe that's the only way to get through. Besides, six heads'll be better than one., Not my head, buddy. Not me. I'm gettin' a headache just listenin' to you., We should get ourselves a lawyer., I say you should get a shrink., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13339,13339,L316263,"Why won't you answer me?, Cause you know goddamn well who I am., I don't know you., You've lived with me for two years., That doesn't mean shit. Where do you come from, huh? And I don't mean Indiana., What do you want me to say? My mother's tummy?, You know goddamn well what I mean., You're out of your fucking mind. I'm not gonna stand around here gettin' interrogated by you., Well leave then. Go to Hell., You son-of-a-bitch. Who do you think you are? I don't deserve this. Who takes care of you day and night? Who cleans the floor and washes your goddamn underwear? Well, I've had it. You flip out on your own, you ungrateful bastard. I'm done holding your hand. I don't want anything to do with you, you hear? Nothing!, ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13349,13349,L316108,"What are you doing here? Are you all right? How do you expect to pay for this?  Everyone's looking for you, Jake. I dodged people all over the place, reporters, police. I don't know what you're gonna do., I'm gonna make love to you. That's what I'm gonna do., Are you out of your mind?, Yep. Finally. I love you, Jez., God, I can't keep up with all your changes., Me neither., What's gotten into you?, ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13358,13358,L315659,"You know, you really ought to get out today. You can't just sit around like this all the time. It's not healthy. It's not good for your mind. Go take a walk, or somethin'. Go to a movie. Christ, who's gonna know? You think I care? I don't give a shit. Go. Enjoy yourself. One of us should be having a good time.  Hello! Anybody home?  Anybody in there?, What?, ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13359,13359,L315654,"Jake.  You're gonna be all right, Jake. You're gonna be fine., Am I home?, You're here. Home. The doctor said you're lucky your brains didn't boil.  What a night, Jake. It was crazy. You kept sayin' ""Sarah, close the window,"" over and over. And talkin' to your kids. Even the dead one. Weird. You know you melted 200 pounds of ice in 8 hours. Amazing, huh?, Are we in Brooklyn?, You're right here, Jake. You just rest.  The doctor said you had a virus. That's what they say when they don't know what it is. You can't do anything for a week. He says you gotta recuperate.  Now you just lie here. Mrs. Sandelman made you some chicken soup. It'll warm you up., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13372,13372,L315396,"I'm going home., What's wrong?, I don't know. One of these days, I'm gonna see Louis. My back's killing me., Now? What about the boss? He's not gonna like it., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13375,13375,L315333,"Thanks.  What's that?, Your kid dropped it off., Who? Jed?, No. The little one., Eli. Why can't you remember their names?, They're weird names., They're Biblical. They were prophets., Well, personally, I never went for church names., And where do you think Jezebel comes from?, I don't let anybody call me that., You're a real heathen, you know that, Jezzie? Jesus, how did I ever get involved with such a ninny?, You sold your soul, remember? That's what you told me., Yeah, but for what?, A good lay., And look what I got., The best., I must have been out of my head., Jake, you are never out of your head!, What's in here?, Pictures. Your wife was gonna toss 'em so ""what's his name"" brought 'em over on his way to school., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13379,13379,L316103,"Here. I've got every credit card ever printed. Take this. Stay here till you can arrange to get away. It's on me., No. I couldn't., What? You want the Plaza? Don't be foolish. Here. Take this, too.  This is my place on Prince Street. It's got my phone, everything. Call if you need me ... but you won't. Everything's gonna work out. You just get outta town as fast as you can. The New York police can be effective when they want to be., I don't know what to say., Save the words ... Just send back my credit card., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13402,13402,L315729,"I'm afraid to go by myself anymore. I keep thinkin' one of 'em's gonna come up behind me. Somethin's wrong when a guy can't even take a leak by himself. I've seen 'em take people right off the street. I used to go home a different way every night. Now I can't even go home., You come home with me., What about your girlfriend? You don't think she'll mind?, Are you kidding? We've put up more of her cousins. You wouldn't believe how they breed down there., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13403,13403,L315713,"It's okay, Paul. It's okay., I don't know what to do., Don't do anything.  Paul, I know what you're talking about., What do you mean?, I've seen them too ... the demons!, You've seen them?, Everywhere, like a plague., God almighty. I thought I was the only one., Me, too. I had no idea. It's like I was coming apart at the seams., Oh God. I know. I know., What is it Paul? What's happening to me?, They keep telling me I'm already dead, that they're gonna tear me apart, piece by piece, and throw me into the fire.  I carry these everywhere but they don't help. Nothing helps. Everyone thinks I'm crazy. My mother filed a report with the army., The army?, She said I haven't been the same since then. Since that night. There's still this big hole in my brain. It's so dark in there, Jake. And these creatures. It's like they're crawling out of my brain. What happened that night? Why won't they tell us?, I don't know. I don't know., They're monsters, Jake. We're both seein' 'em. There's gotta be a connection. Something., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13404,13404,L315707,"Sorry. Sometimes I think I'm just gonna jump outta my skin. They're just drivin' me wild., Who, Paul? What exactly ... ?, I don't know who they are, or what they are. But they're gonna get me and I'm scared, Jake. I'm so scared I can't do anything. I can't go to my sisters. I can't even go home., Why not?, They're waitin' for me, that's why., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13405,13405,L315704,"That's as straight as I can put it. And don't tell me that I'm crazy 'cause I know I'm not. I'm goin' to Hell. They're comin' after me., Who is?, They've been followin' me. They're comin' outta the walls. I don't trust anyone. I'm not even sure I trust you. But I gotta talk to someone. I'm gonna fly outta my fuckin' mind., ",jacob's ladder,m106,1990/I,"['drama', 'mystery', 'thriller']",informal
13416,13416,L317661,"He's not part of the program., Hey cool. They brought ancient hockey guy back to life., ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13431,13431,L318249,"Can't shut em' down from here., Somebody's gonna have to go back to the engine room., ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13435,13435,L318289,"Goodbye, my love., Thorgan, suit up., This is gonna work. If he sticks to the program. Will he? Stick to the program?, ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13440,13440,L318049,"We're not supposed to do that., What are you gonna do, tell me?, ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13482,13482,L318077,"That's why I'm here., So, you thought you'd be cool. Go against your father's wishes? Yeah, that's grown up., ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13508,13508,L318212,"They're not gonna make it. Close the door before he gets us all., They'll make it., Close the fucking door!, NO!, ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13522,13522,L317984,"I'm gonna spew., That ought'a help the situation., ",jason x,m107,2001,"['horror', 'sci-fi']",informal
13587,13587,L319903,"How -- if they're gonna keep on breaking?, What I do is trick him to the surface, got that? Then I can jab him, understand?  Think I'm gonna haul it in as if he's a catfish, like everyone else does?, ",jaws,m108,1975,['thriller'],informal
13738,13738,L330002,"But I thought you'd be cool if..., I want you guys to adopt the Buglet. I wanted everything to be perfect. Not shitty and broken like everyone else's family. Listen, once I have the baby, Vanessa is going to finally be happy, and everything will be all right. Believe me on this one!, A baby is not going to fix everything. Besides, I don't know if I'm ready to be a father., But you're old!, I... How do you think of me, Juno? Why are you here?, I don't know. I just liked being your friend. I sort of liked becoming furniture in your weird life., This...  ...this is what my life has become. Stuff in boxes. Stuff underground. Is that so appealing to you?, Yeah, I guess... Is this my fault? Is Vanessa mad at you because of me?, That's not the point. We're just not in love anymore., Yeah, but didn't you love Vanessa when you married her? If you love someone once, you can love them again, I know it. My friend Leah has gone out with the same guy, like, four times. You're just not trying., ",juno,m109,2007,"['comedy', 'drama']",informal
13745,13745,L329969,"Oh, Mark! Is this the baby's room? It's beautiful!, Hilarious. No, I just keep all of my old comics down here, and I want to show you one of them., Oh God, you're one of those guys..., You're gonna like this, I promise., ",juno,m109,2007,"['comedy', 'drama']",informal
13763,13763,L329705,"Right. I hear they can be kind of a time-suck., Come on in. You wanna Ginseng Cooler?, Sure. What is it with you rich people and your herb-infused juices?, I don't know. Something to do with the four-packs...  ...They're not bad., ",juno,m109,2007,"['comedy', 'drama']",informal
13764,13764,L329702,"Juno? Wow, I didn't expect to see you here., I've got something really cool to show you guys. Is Vanessa here?, No, she's working late tonight. She's trying to accrue some extra time off for when, you know..., ",juno,m109,2007,"['comedy', 'drama']",informal
13772,13772,L329564,"So, let's discuss how we're gonna do this... thing., Well, I just have the baby and give it to you, right?, ",juno,m109,2007,"['comedy', 'drama']",informal
13773,13773,L329547,"No., Cool. Well, let's sit down and get to know each other a bit., ",juno,m109,2007,"['comedy', 'drama']",informal
13816,13816,L329925,"Did you hear Bleek is going to prom with Katrina De Voort?, Katrina? Pfft, no way. He doesn't like Katrina. It must be a pity date., He asked her. I heard they were going to Benihana, then the prom, then to Vijay's parents' cabin., Bleeker told me Katrina's whole house reeks of soup!, Oh, it totally does. I was there for her birthday about four years ago and it was like Lipton Landing. But you know, boys have endured worse things for nookie., There's no way in hell they're having sex or even holding hands., I wouldn't be so sure about that. He did it with you. He's a man now., Yeah, well, Bleek trusted me. We're best friends., Are you jealous? I thought you said you didn't care what he did., I'm not jealous, and I don't care. I just know he doesn't like Katrina and I don't think he should toy with her emotions like that. She seems so nice and all., Okay Juno, I'm really convinced., Prom is for wenises, anyway. Once you're old enough to go, it's not cool anymore., ",juno,m109,2007,"['comedy', 'drama']",informal
13821,13821,L329875,"She's gonna steal that kid for her collection., Right, seriously., ",juno,m109,2007,"['comedy', 'drama']",informal
13873,13873,L334184,"What's wrong with her?, She had a dream that somethin' like this was gonna happen., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13880,13880,L333719,"Geez, they look kinda weird., You just smile, let me do all the talking., How many times you gonna tell me that?, As many times as it takes., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13885,13885,L333689,"Well... for one thing... They think faster out there, on account of all that warm weather they got; cold weather makes people stupid, that's a fact., I guess that'd explain why there's so many stupid people around here., Yeah, and in California you never have to buy fruit 'cause it's all on the trees everywhere you turn...  ...and, 'course there ain't no speed limit out there, and all drugs are legal... And I heard your first month's rent is free; state law. I figure 'til we get settled we can just move around month to month..., What'll we do out there?, Well... the very first thing we're gonna do... is get us a couple of six packs of Lucky Lager and climb up on toppa' that famous Hollywood sign and howl at the moon..., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13894,13894,L334121,"Hey... Ain't we getting near the next murder site... Bri?, Forget about it, doesn't matter., Hell it don't...  ...Hand me Brian's map there Adele. One day I'm gonna pass some store and see your book in the window. Me and Adele gonna buy a copy for our coffee table., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13897,13897,L333921,"By the way, I'm not much of a pool player., Shit, it ain't hard to play pool. I can teach you everything ya need ta know., Yeah?, Hell yeah! I'll even spot ya a few points first game., Wait a minute. You're gonna hustle me?, Nah... how much money have you got?, ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13901,13901,L333751,"You gonna talk to the people who did those murders?, That's a good idea. Unfortunately most of them have been executed., ...Too bad., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13913,13913,L333830,"...And all I'm saying is I think we ought to try and get along with them. That's all., You try, I'm gonna pretend they're with somebody else., Carrie., I don't want to talk about it., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13939,13939,L334026,"Tell ya Bri., I'm still a little sleepy,... think Adele and me are gonna take us a fiesta., Siesta., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13948,13948,L333762,"What about the owner of the house...  ...this John Diebold, any idea where he might be?, No, but I can tell you he's not gonna be too happy about this., ",kalifornia,m110,1993,"['crime', 'drama', 'thriller']",informal
13955,13955,L334687,"Yo. I'm gonna get buff dude., You are?, Yeah. The other day, some sort of Chinese bitch told me I'd look good with muscles., ",kids,m111,1995,"['crime', 'drama']",informal
13957,13957,L334683,"You think Darcy is gonna be at Nasa tonight?, Yeah probably., ",kids,m111,1995,"['crime', 'drama']",informal
13958,13958,L334677,"How much you gonna take?, I don't know. How much do you want?, ",kids,m111,1995,"['crime', 'drama']",informal
